sampleID	name	taxid	counts	relabundance
ERR3450203	Peptacetobacter	2743582	13	0.00000
ERR3450203	Terrisporobacter	1505652	10	0.00000
ERR3450203	Mogibacterium	86331	220	0.00003
ERR3450203	Emergencia	1926556	42	0.00001
ERR3450203	Ihubacter	1926667	17	0.00000
ERR3450203	Christensenella	990721	1137	0.00014
ERR3450203	Monoglobus	2039302	18	0.00000
ERR3450203	Phascolarctobacterium	33024	54963	0.00699
ERR3450203	Acidaminococcus	904	197	0.00003
ERR3450203	Veillonella	29465	737	0.00009
ERR3450203	Dialister	39948	124	0.00002
ERR3450203	Megasphaera	906	65	0.00001
ERR3450203	Selenomonas	970	20	0.00000
ERR3450203	Streptococcus	1301	44376	0.00564
ERR3450203	Lactococcus	1357	1560	0.00020
ERR3450203	Pseudolactococcus	3436058	17	0.00000
ERR3450203	Ligilactobacillus	2767887	767	0.00010
ERR3450203	Lactobacillus	1578	71	0.00001
ERR3450203	Leuconostoc	1243	33	0.00000
ERR3450203	Latilactobacillus	2767885	21	0.00000
ERR3450203	Lactiplantibacillus	2767842	28	0.00000
ERR3450203	Enterococcus	1350	1520	0.00019
ERR3450203	Granulicatella	117563	142	0.00002
ERR3450203	Gemella	1378	257	0.00003
ERR3450203	Bacillus	1386	67	0.00001
ERR3450203	Paenibacillus	44249	111	0.00001
ERR3450203	Kurthia	1649	14	0.00000
ERR3450203	Staphylococcus	1279	26	0.00000
ERR3450203	Faecalibacillus	2678885	43382	0.00552
ERR3450203	Catenibacterium	135858	2110	0.00027
ERR3450203	Thomasclavelia	3025755	752	0.00010
ERR3450203	Holdemania	61170	2288	0.00029
ERR3450203	Amedibacillus	2749846	2395	0.00030
ERR3450203	Amedibacterium	2749267	441	0.00006
ERR3450203	Solobacterium	123375	78	0.00001
ERR3450203	Longicatena	1918536	70	0.00001
ERR3450203	Massilimicrobiota	1924110	168	0.00002
ERR3450203	Turicibacter	191303	160	0.00002
ERR3450203	Finegoldia	150022	49	0.00001
ERR3450203	Parvimonas	543311	32	0.00000
ERR3450203	Collinsella	102106	75038	0.00954
ERR3450203	Parolsenella	2082587	90	0.00001
ERR3450203	Fannyhessea	2767327	51	0.00001
ERR3450203	Olsenella	133925	37	0.00000
ERR3450203	Lancefieldella	2767353	13	0.00000
ERR3450203	Adlercreutzia	447020	33163	0.00422
ERR3450203	Gordonibacter	644652	4531	0.00058
ERR3450203	Eggerthella	84111	2393	0.00030
ERR3450203	Slackia	84108	10	0.00000
ERR3450203	Rothia	32207	3584	0.00046
ERR3450203	Kocuria	57493	17	0.00000
ERR3450203	Microbacterium	33882	19	0.00000
ERR3450203	Bifidobacterium	1678	2155	0.00027
ERR3450203	Schaalia	2529408	1182	0.00015
ERR3450203	Actinomyces	1654	736	0.00009
ERR3450203	Pauljensenia	2740557	22	0.00000
ERR3450203	Propionibacterium	1743	167	0.00002
ERR3450203	Cutibacterium	1912216	31	0.00000
ERR3450203	Corynebacterium	1716	165	0.00002
ERR3450203	Streptomyces	1883	62	0.00001
ERR3450203	Micromonospora	1873	14	0.00000
ERR3450203	Candidatus Nanosynbacter	2093823	185	0.00002
ERR3450203	Candidatus Minimicrobia	2905967	136	0.00002
ERR3450203	Fusobacterium	848	316	0.00004
ERR3450203	Methanobrevibacter	2172	814	0.00010
ERR3450203	Methanosphaera	2316	11	0.00000
ERR3450203	Homo	9605	60	0.00001
ERR3450203	Brigitvirus	2733097	4635	0.00059
ERR3450203	Aurodevirus	2946811	478	0.00006
ERR3450203	Culoivirus	2942992	32	0.00000
ERR3450203	Kingevirus	2948785	46	0.00001
ERR3450203	Junduvirus	2948774	19	0.00000
ERR3450203	Endlipuvirus	2948697	11	0.00000
ERR3450203	Oengusvirus	2733199	92	0.00001
ERR3450229	Faecalibacterium	216851	2776832	0.27468
ERR3450229	Ruminococcus	1263	1177415	0.11647
ERR3450229	Lawsonibacter	2172004	45975	0.00455
ERR3450229	Ruthenibacterium	1905344	33317	0.00330
ERR3450229	Flavonifractor	946234	24734	0.00245
ERR3450229	Vescimonas	2892396	8581	0.00085
ERR3450229	Subdoligranulum	292632	5113	0.00051
ERR3450229	Pusillibacter	2892397	4619	0.00046
ERR3450229	Anaerotruncus	244127	2565	0.00025
ERR3450229	Oscillibacter	459786	19215	0.00190
ERR3450229	Dysosmobacter	2591381	19636	0.00194
ERR3450229	Owariibacterium	3393728	1120	0.00011
ERR3450229	Solibaculum	2842531	706	0.00007
ERR3450229	Pseudoflavonifractor	1017280	512	0.00005
ERR3450229	Caproicibacterium	2834348	69	0.00001
ERR3450229	Fastidiosipila	236752	35	0.00000
ERR3450229	Petroclostridium	2304687	13	0.00000
ERR3450229	Ruminiclostridium	1508657	13	0.00000
ERR3450229	Mageeibacillus	1637257	14	0.00000
ERR3450229	Eubacterium	1730	11545	0.00114
ERR3450229	Clostridium	1485	8192	0.00081
ERR3450229	Lactonifactor	420345	886	0.00009
ERR3450229	Intestinimonas	1392389	2208	0.00022
ERR3450229	Flintibacter	1918454	292	0.00003
ERR3450229	Butyricicoccus	580596	352	0.00003
ERR3450229	Agathobaculum	2048137	374	0.00004
ERR3450229	Intestinibacillus	1928820	463	0.00005
ERR3450229	Aristaeella	3046369	280	0.00003
ERR3450229	Acutalibacter	1918385	37	0.00000
ERR3450229	Caproiciproducens	1738645	39	0.00000
ERR3450229	Desulfitobacterium	36853	15	0.00000
ERR3450229	Agathobacter	1766253	1371277	0.13565
ERR3450229	Blautia	572511	1029896	0.10188
ERR3450229	Wujia	2944152	451610	0.04467
ERR3450229	Dorea	189330	337788	0.03341
ERR3450229	Roseburia	841	366179	0.03622
ERR3450229	Anaerobutyricum	2569097	227672	0.02252
ERR3450229	Anaerostipes	207244	115486	0.01142
ERR3450229	Mediterraneibacter	2316020	98115	0.00971
ERR3450229	Simiaoa	2944193	52919	0.00523
ERR3450229	Lachnospira	28050	27188	0.00269
ERR3450229	Coprococcus	33042	27450	0.00272
ERR3450229	Sellimonas	1769710	17365	0.00172
ERR3450229	Enterocloster	2719313	3588	0.00035
ERR3450229	Lachnoclostridium	1506553	3545	0.00035
ERR3450229	Wansuia	2944198	3018	0.00030
ERR3450229	Eshraghiella	3342669	1564	0.00015
ERR3450229	Claveliimonas	3076670	1039	0.00010
ERR3450229	Faecalimonas	2005355	993	0.00010
ERR3450229	Eisenbergiella	1432051	721	0.00007
ERR3450229	Hungatella	1649459	664	0.00007
ERR3450229	Otoolea	2941495	255	0.00003
ERR3450229	Pseudobutyrivibrio	46205	202	0.00002
ERR3450229	Marvinbryantia	248744	174	0.00002
ERR3450229	Butyrivibrio	830	130	0.00001
ERR3450229	Lacrimispora	2719231	104	0.00001
ERR3450229	Qiania	2944195	77	0.00001
ERR3450229	Anaerocolumna	1843210	49	0.00000
ERR3450229	Kineothrix	2163168	44	0.00000
ERR3450229	Novisyntrophococcus	2888809	42	0.00000
ERR3450229	Lachnoanaerobaculum	1164882	23	0.00000
ERR3450229	Hominifimenecus	3073585	20	0.00000
ERR3450229	Chordicoccus	3031933	17	0.00000
ERR3450229	Stomatobaculum	1213720	10	0.00000
ERR3450229	Vallitalea	1348611	11	0.00000
ERR3450229	Romboutsia	1501226	8378	0.00083
ERR3450229	Clostridioides	1870884	9054	0.00090
ERR3450229	Intestinibacter	1505657	7063	0.00070
ERR3450229	Terrisporobacter	1505652	240	0.00002
ERR3450229	Paraclostridium	1849822	55	0.00001
ERR3450229	Emergencia	1926556	73	0.00001
ERR3450229	Mogibacterium	86331	73	0.00001
ERR3450229	Ihubacter	1926667	29	0.00000
ERR3450229	Christensenella	990721	8429	0.00083
ERR3450229	Monoglobus	2039302	50	0.00000
ERR3450229	Streptococcus	1301	60533	0.00599
ERR3450229	Lactococcus	1357	1280	0.00013
ERR3450229	Latilactobacillus	2767885	2819	0.00028
ERR3450229	Ligilactobacillus	2767887	772	0.00008
ERR3450229	Lactiplantibacillus	2767842	4353	0.00043
ERR3450229	Leuconostoc	1243	535	0.00005
ERR3450229	Lacticaseibacillus	2759736	467	0.00005
ERR3450229	Lactobacillus	1578	137	0.00001
ERR3450229	Lentilactobacillus	2767893	115	0.00001
ERR3450229	Pediococcus	1253	59	0.00001
ERR3450229	Levilactobacillus	2767886	51	0.00001
ERR3450229	Limosilactobacillus	2742598	17	0.00000
ERR3450229	Enterococcus	1350	2285	0.00023
ERR3450229	Granulicatella	117563	124	0.00001
ERR3450229	Jeotgalibaca	1470540	59	0.00001
ERR3450229	Staphylococcus	1279	1578	0.00016
ERR3450229	Gemella	1378	298	0.00003
ERR3450229	Bacillus	1386	139	0.00001
ERR3450229	Neobacillus	2675232	30	0.00000
ERR3450229	Paenibacillus	44249	197	0.00002
ERR3450229	Brevibacillus	55080	16	0.00000
ERR3450229	Faecalibacillus	2678885	42276	0.00418
ERR3450229	Thomasclavelia	3025755	370	0.00004
ERR3450229	Catenibacterium	135858	352	0.00003
ERR3450229	Turicibacter	191303	4868	0.00048
ERR3450229	Amedibacillus	2749846	912	0.00009
ERR3450229	Holdemania	61170	623	0.00006
ERR3450229	Amedibacterium	2749267	178	0.00002
ERR3450229	Longicatena	1918536	99	0.00001
ERR3450229	Massilimicrobiota	1924110	480	0.00005
ERR3450229	Solobacterium	123375	51	0.00001
ERR3450229	Veillonella	29465	5129	0.00051
ERR3450229	Dialister	39948	143	0.00001
ERR3450229	Megasphaera	906	49	0.00000
ERR3450229	Colibacter	1980675	15	0.00000
ERR3450229	Phascolarctobacterium	33024	174	0.00002
ERR3450229	Acidaminococcus	904	31	0.00000
ERR3450229	Mitsuokella	52225	33	0.00000
ERR3450229	Selenomonas	970	21	0.00000
ERR3450229	Sporomusa	2375	27	0.00000
ERR3450229	Finegoldia	150022	55	0.00001
ERR3450229	Parvimonas	543311	46	0.00000
ERR3450229	Helcococcus	31983	37	0.00000
ERR3450229	Peptoniphilus	162289	35	0.00000
ERR3450229	Murdochiella	1161127	18	0.00000
ERR3450229	Bifidobacterium	1678	212437	0.02101
ERR3450229	Rothia	32207	2619	0.00026
ERR3450229	Arthrobacter	1663	33	0.00000
ERR3450229	Microbacterium	33882	58	0.00001
ERR3450229	Curtobacterium	2034	12	0.00000
ERR3450229	Actinomyces	1654	1007	0.00010
ERR3450229	Schaalia	2529408	344	0.00003
ERR3450229	Trueperella	1069494	27	0.00000
ERR3450229	Winkia	2692118	22	0.00000
ERR3450229	Corynebacterium	1716	340	0.00003
ERR3450229	Mycobacterium	1763	41	0.00000
ERR3450229	Mycolicibacterium	1866885	31	0.00000
ERR3450229	Rhodococcus	1827	23	0.00000
ERR3450229	Nocardia	1817	16	0.00000
ERR3450229	Arachnia	2801844	182	0.00002
ERR3450229	Cutibacterium	1912216	99	0.00001
ERR3450229	Propionibacterium	1743	16	0.00000
ERR3450229	Kribbella	182639	13	0.00000
ERR3450229	Streptomyces	1883	291	0.00003
ERR3450229	Kitasatospora	2063	28	0.00000
ERR3450229	Nonomuraea	83681	12	0.00000
ERR3450229	Actinomadura	1988	19	0.00000
ERR3450229	Amycolatopsis	1813	27	0.00000
ERR3450229	Micromonospora	1873	36	0.00000
ERR3450229	Collinsella	102106	99553	0.00985
ERR3450229	Enorma	1472762	70	0.00001
ERR3450229	Olsenella	133925	4302	0.00043
ERR3450229	Thermophilibacter	2847307	267	0.00003
ERR3450229	Parolsenella	2082587	159	0.00002
ERR3450229	Fannyhessea	2767327	18	0.00000
ERR3450229	Leptogranulimonas	2995122	10	0.00000
ERR3450229	Adlercreutzia	447020	15950	0.00158
ERR3450229	Eggerthella	84111	2761	0.00027
ERR3450229	Raoultibacter	1926677	840	0.00008
ERR3450229	Gordonibacter	644652	646	0.00006
ERR3450229	Slackia	84108	45	0.00000
ERR3450229	Xiamenia	2981344	23	0.00000
ERR3450229	Berryella	2815775	24	0.00000
ERR3450229	Denitrobacterium	79603	22	0.00000
ERR3450229	Arabiibacter	2005386	17	0.00000
ERR3450229	Spiroplasma	2132	15	0.00000
ERR3450229	Acholeplasma	2147	13	0.00000
ERR3450229	Mycoplasma	2093	12	0.00000
ERR3450229	Synechococcus	1129	17	0.00000
ERR3450229	Dehalococcoides	61434	13	0.00000
ERR3450229	Bacteroides	816	331126	0.03275
ERR3450229	Phocaeicola	909656	163076	0.01613
ERR3450229	Alistipes	239759	288919	0.02858
ERR3450229	Parabacteroides	375288	81003	0.00801
ERR3450229	Butyricimonas	574697	34829	0.00345
ERR3450229	Odoribacter	283168	26084	0.00258
ERR3450229	Paraprevotella	577309	50721	0.00502
ERR3450229	Segatella	2974251	1093	0.00011
ERR3450229	Prevotella	838	154	0.00002
ERR3450229	Barnesiella	397864	48791	0.00483
ERR3450229	Coprobacter	1348911	803	0.00008
ERR3450229	Muribaculum	1918540	14	0.00000
ERR3450229	Duncaniella	2518495	12	0.00000
ERR3450229	Porphyromonas	836	16	0.00000
ERR3450229	Flavobacterium	237	67	0.00001
ERR3450229	Chryseobacterium	59732	31	0.00000
ERR3450229	Dyadobacter	120831	16	0.00000
ERR3450229	Hymenobacter	89966	14	0.00000
ERR3450229	Mucilaginibacter	423349	12	0.00000
ERR3450229	Enterobacter	547	10825	0.00107
ERR3450229	Citrobacter	544	6550	0.00065
ERR3450229	Klebsiella	570	4039	0.00040
ERR3450229	Escherichia	561	20186	0.00200
ERR3450229	Pantoea	53335	17	0.00000
ERR3450229	Yersinia	629	18	0.00000
ERR3450229	Haemophilus	724	4716	0.00047
ERR3450229	Aggregatibacter	416916	42	0.00000
ERR3450229	Pseudomonas	286	307	0.00003
ERR3450229	Ectopseudomonas	3236654	756	0.00007
ERR3450229	Stutzerimonas	2901164	26	0.00000
ERR3450229	Xanthomonas	338	29	0.00000
ERR3450229	Stenotrophomonas	40323	22	0.00000
ERR3450229	Lysobacter	68	12	0.00000
ERR3450229	Shewanella	22	19	0.00000
ERR3450229	Vibrio	662	30	0.00000
ERR3450229	Acinetobacter	469	39	0.00000
ERR3450229	Aeromonas	642	17	0.00000
ERR3450229	Ralstonia	48736	1141	0.00011
ERR3450229	Burkholderia	32008	47	0.00000
ERR3450229	Cupriavidus	106589	22	0.00000
ERR3450229	Paraburkholderia	1822464	15	0.00000
ERR3450229	Pseudoduganella	1522432	25	0.00000
ERR3450229	Oxalobacter	846	14	0.00000
ERR3450229	Variovorax	34072	28	0.00000
ERR3450229	Sutterella	40544	41	0.00000
ERR3450229	Neisseria	482	24	0.00000
ERR3450229	Bradyrhizobium	374	56	0.00001
ERR3450229	Rhizobium	379	30	0.00000
ERR3450229	Pelagibacterium	1082930	19	0.00000
ERR3450229	Mesorhizobium	68287	24	0.00000
ERR3450229	Phreatobacter	1632780	19	0.00000
ERR3450229	Komagataeibacter	1434011	299	0.00003
ERR3450229	Sphingomonas	13687	46	0.00000
ERR3450229	Sphingopyxis	165697	22	0.00000
ERR3450229	Paracoccus	265	34	0.00000
ERR3450229	Brevundimonas	41275	17	0.00000
ERR3450229	Azospirillum	191	14	0.00000
ERR3450229	Akkermansia	239934	9959	0.00099
ERR3450229	Bilophila	35832	5690	0.00056
ERR3450229	Desulfovibrio	872	54	0.00001
ERR3450229	Mailhella	1981028	33	0.00000
ERR3450229	Treponema	157	194	0.00002
ERR3450229	Campylobacter	194	33	0.00000
ERR3450229	Sorangium	39643	25	0.00000
ERR3450229	Cloacibacillus	508459	389	0.00004
ERR3450229	Pyramidobacter	638847	27	0.00000
ERR3450229	Deinococcus	1298	31	0.00000
ERR3450229	Candidatus Nanosynbacter	2093823	86	0.00001
ERR3450229	Candidatus Southlakia	3350975	22	0.00000
ERR3450229	Candidatus Minimicrobia	2905967	132	0.00001
ERR3450229	Fusobacterium	848	84	0.00001
ERR3450229	Methanobrevibacter	2172	194751	0.01926
ERR3450229	Methanosphaera	2316	10783	0.00107
ERR3450229	Methanofollis	81416	14	0.00000
ERR3450229	Homo	9605	162	0.00002
ERR3450229	Culoivirus	2942992	14213	0.00141
ERR3450229	Canhaevirus	2942990	261	0.00003
ERR3450229	Cohcovirus	2942991	61	0.00001
ERR3450229	Afonbuvirus	2942989	557	0.00006
ERR3450229	Buchavirus	2942994	12	0.00000
ERR3450229	Kahnovirus	2942979	178	0.00002
ERR3450229	Ceduovirus	186532	666	0.00007
ERR3450229	Oengusvirus	2733199	297	0.00003
ERR3450229	Brigitvirus	2733097	263	0.00003
ERR3450229	Taranisvirus	2733134	1487	0.00015
ERR3450229	Moineauvirus	1623304	60	0.00001
ERR3450296	Klebsiella	570	3306935	0.27525
ERR3450296	Raoultella	160674	81	0.00001
ERR3450296	Escherichia	561	3157561	0.26281
ERR3450296	Citrobacter	544	36857	0.00307
ERR3450296	Enterobacter	547	24724	0.00206
ERR3450296	Leclercia	83654	2251	0.00019
ERR3450296	Salmonella	590	14040	0.00117
ERR3450296	Shigella	620	11608	0.00097
ERR3450296	Pantoea	53335	75	0.00001
ERR3450296	Pseudomonas	286	2229	0.00019
ERR3450296	Ectopseudomonas	3236654	345	0.00003
ERR3450296	Stutzerimonas	2901164	16	0.00000
ERR3450296	Haemophilus	724	852	0.00007
ERR3450296	Sutterella	40544	198	0.00002
ERR3450296	Turicimonas	1918598	11	0.00000
ERR3450296	Ralstonia	48736	168	0.00001
ERR3450296	Komagataeibacter	1434011	51	0.00000
ERR3450296	Bacteroides	816	83859	0.00698
ERR3450296	Phocaeicola	909656	24918	0.00207
ERR3450296	Alistipes	239759	77555	0.00646
ERR3450296	Parabacteroides	375288	63172	0.00526
ERR3450296	Segatella	2974251	41850	0.00348
ERR3450296	Paraprevotella	577309	928	0.00008
ERR3450296	Prevotella	838	52	0.00000
ERR3450296	Barnesiella	397864	1276	0.00011
ERR3450296	Coprobacter	1348911	389	0.00003
ERR3450296	Odoribacter	283168	1104	0.00009
ERR3450296	Butyricimonas	574697	394	0.00003
ERR3450296	Muribaculum	1918540	18	0.00000
ERR3450296	Bilophila	35832	9635	0.00080
ERR3450296	Desulfovibrio	872	1790	0.00015
ERR3450296	Akkermansia	239934	656	0.00005
ERR3450296	Treponema	157	22	0.00000
ERR3450296	Ligilactobacillus	2767887	1733593	0.14429
ERR3450296	Limosilactobacillus	2742598	16015	0.00133
ERR3450296	Lactobacillus	1578	13916	0.00116
ERR3450296	Leuconostoc	1243	475	0.00004
ERR3450296	Lactiplantibacillus	2767842	503	0.00004
ERR3450296	Lacticaseibacillus	2759736	446	0.00004
ERR3450296	Latilactobacillus	2767885	155	0.00001
ERR3450296	Weissella	46255	72	0.00001
ERR3450296	Streptococcus	1301	329661	0.02744
ERR3450296	Lactococcus	1357	693	0.00006
ERR3450296	Enterococcus	1350	63303	0.00527
ERR3450296	Granulicatella	117563	504	0.00004
ERR3450296	Bacillus	1386	87	0.00001
ERR3450296	Shouchella	2893057	20	0.00000
ERR3450296	Cytobacillus	2675230	10	0.00000
ERR3450296	Gemella	1378	109	0.00001
ERR3450296	Staphylococcus	1279	68	0.00001
ERR3450296	Paenibacillus	44249	19	0.00000
ERR3450296	Blautia	572511	519032	0.04320
ERR3450296	Agathobacter	1766253	295014	0.02456
ERR3450296	Dorea	189330	222163	0.01849
ERR3450296	Mediterraneibacter	2316020	98261	0.00818
ERR3450296	Coprococcus	33042	101219	0.00842
ERR3450296	Anaerobutyricum	2569097	48284	0.00402
ERR3450296	Roseburia	841	27534	0.00229
ERR3450296	Anaerostipes	207244	10294	0.00086
ERR3450296	Enterocloster	2719313	6085	0.00051
ERR3450296	Hungatella	1649459	4087	0.00034
ERR3450296	Otoolea	2941495	1064	0.00009
ERR3450296	Lachnospira	28050	883	0.00007
ERR3450296	Sellimonas	1769710	714	0.00006
ERR3450296	Simiaoa	2944193	651	0.00005
ERR3450296	Lachnoclostridium	1506553	553	0.00005
ERR3450296	Faecalimonas	2005355	360	0.00003
ERR3450296	Eshraghiella	3342669	258	0.00002
ERR3450296	Wansuia	2944198	208	0.00002
ERR3450296	Wujia	2944152	260	0.00002
ERR3450296	Eisenbergiella	1432051	84	0.00001
ERR3450296	Claveliimonas	3076670	78	0.00001
ERR3450296	Lacrimispora	2719231	40	0.00000
ERR3450296	Butyrivibrio	830	33	0.00000
ERR3450296	Marvinbryantia	248744	13	0.00000
ERR3450296	Lachnoanaerobaculum	1164882	11	0.00000
ERR3450296	Faecalibacterium	216851	381269	0.03173
ERR3450296	Ruthenibacterium	1905344	15456	0.00129
ERR3450296	Ruminococcus	1263	33041	0.00275
ERR3450296	Vescimonas	2892396	9859	0.00082
ERR3450296	Flavonifractor	946234	1557	0.00013
ERR3450296	Anaerotruncus	244127	600	0.00005
ERR3450296	Pusillibacter	2892397	354	0.00003
ERR3450296	Lawsonibacter	2172004	197	0.00002
ERR3450296	Oscillibacter	459786	1691	0.00014
ERR3450296	Dysosmobacter	2591381	3143	0.00026
ERR3450296	Subdoligranulum	292632	116	0.00001
ERR3450296	Solibaculum	2842531	73	0.00001
ERR3450296	Owariibacterium	3393728	35	0.00000
ERR3450296	Pseudoflavonifractor	1017280	18	0.00000
ERR3450296	Clostridium	1485	42064	0.00350
ERR3450296	Lactonifactor	420345	23	0.00000
ERR3450296	Eubacterium	1730	25188	0.00210
ERR3450296	Agathobaculum	2048137	1238	0.00010
ERR3450296	Butyricicoccus	580596	34	0.00000
ERR3450296	Intestinibacillus	1928820	279	0.00002
ERR3450296	Intestinimonas	1392389	323	0.00003
ERR3450296	Flintibacter	1918454	74	0.00001
ERR3450296	Acutalibacter	1918385	21	0.00000
ERR3450296	Christensenella	990721	977	0.00008
ERR3450296	Clostridioides	1870884	479	0.00004
ERR3450296	Intestinibacter	1505657	45	0.00000
ERR3450296	Emergencia	1926556	37	0.00000
ERR3450296	Mogibacterium	86331	13	0.00000
ERR3450296	Dialister	39948	257131	0.02140
ERR3450296	Megasphaera	906	97746	0.00814
ERR3450296	Veillonella	29465	60794	0.00506
ERR3450296	Phascolarctobacterium	33024	1458	0.00012
ERR3450296	Acidaminococcus	904	22	0.00000
ERR3450296	Megamonas	158846	301	0.00003
ERR3450296	Catenibacterium	135858	13103	0.00109
ERR3450296	Faecalibacillus	2678885	491	0.00004
ERR3450296	Thomasclavelia	3025755	314	0.00003
ERR3450296	Holdemania	61170	989	0.00008
ERR3450296	Amedibacterium	2749267	131	0.00001
ERR3450296	Amedibacillus	2749846	52	0.00000
ERR3450296	Solobacterium	123375	21	0.00000
ERR3450296	Longicatena	1918536	16	0.00000
ERR3450296	Turicibacter	191303	10	0.00000
ERR3450296	Parvimonas	543311	103	0.00001
ERR3450296	Bifidobacterium	1678	603129	0.05020
